ID,G_parent,parent,type,tissue_collected,D_extracted,days_to_radicle,GR.M2.date,GR.cm.dy,GR.days,total_growth,notes,date,thick.1,thick.2,thick.3,tough.1,tough.2,tough.3,area,wet.g,wet.date,dry.g,dry.date,tmp.ldmc,N_wght_p_GREEN,N_wght_p_DEAD,DD_date_start,PER1_start,PER2_start,Grn.SPAD_start,date_end,PER1_end,PER2_end,Dry.SPAD_end,C_wght_p_GREEN,C_wght_p_DEAD
165_26B_226,165,165_26,F3,y,y,155,8/1/22,0.49,25,12.3,,9/28/22,0.367,0.409,0.597,48,74,78,30.4,1.19,9/27/22,0.12,10/5/22,0.100840336,3.21,2.51,9/26/22,2755,2583,66.5,10/24/22,2008,2003,39.4,37,37.52
165_26B_227,165,165_26,F3,y,y,162,8/1/22,0.53,25,13.3,,9/28/22,0.331,0.398,0.63,64,78,94,26.33,1.04,9/27/22,0.15,10/5/22,0.144230769,3.52,2.49,9/26/22,3115,3159,42.4,11/4/22,2053,2037,23.3,38.78,38.65
165_26B_230,165,165_26,F3,y,y,174,8/22/22,0.54,25,13.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,1.595,11/4/22,2578,2567,59,11/28/22,2013,2010,17.4,NA,36.663
165_26B_237,165,165_26,F3,y,y,281,11/28/22,0.16,25,3.9,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.616,NA,1/30/23,2856,2786,40.1,3/31/23,2002,2003,1.2,37.921,NA
165_26B_24,165,165_26,F3,y,y,8,2/23/22,0.24,14,3.3,,3/24/22,0.458,0.517,0.599,44,62,74,28.58,1.14,4/5/22,0.11,4/8/22,0.096491228,3.17,2.13,4/27/22,3251,4038,46.6,5/27/22,2040,2041,16.1,39.62,39.68
165_26B_26,165,165_26,F3,y,y,8,2/23/22,0.36,14,5.1,,4/1/22,0.422,0.506,0.62,88,94,130,36.95,1.75,4/5/22,0.17,4/8/22,0.097142857,2.97,2.02,4/27/22,2871,2996,58.7,5/16/22,2017,2031,7.5,40.21,39.81
165_26B_45,165,165_26,F3,y,y,10,3/2/22,0.13,14,1.8,,4/8/22,0.403,0.435,0.536,76,104,122,50.7,2.25,4/5/22,0.18,4/19/22,0.08,3.27,2.29,5/2/22,3297,3421,43.9,6/3/22,2008,2011,2.4,39.32,37.76
165_26B_46,165,165_26,F3,y,y,10,2/23/22,0.35,14,4.9,,3/24/22,0.431,0.509,0.602,54,86,108,62.25,2.93,4/5/22,0.29,4/8/22,0.098976109,3.19,2.64,4/27/22,2889,2979,56.2,5/20/22,2025,2023,23.9,40.31,40.88
165_26B_48,165,165_26,F3,y,y,10,3/2/22,0.39,14,5.4,,4/8/22,0.407,0.492,0.586,110,132,140,59.57,2.58,4/5/22,0.27,4/19/22,0.104651163,2.65,1.91,5/2/22,3505,3663,61.7,5/20/22,2049,2063,8.3,39.27,36.49
165_26B_49,165,165_26,F3,y,y,10,2/16/22,0.19,14,2.6,,3/18/22,0.429,0.483,0.59,68,84,104,45.23,1.87,4/4/22,0.2,4/7/22,0.106951872,2.87,2.37,4/18/22,3884,3988,62.8,5/20/22,2024,2029,21.8,40.86,40.25
165_26B_52,165,165_26,F3,y,y,10,2/23/22,0.34,14,4.8,,3/24/22,0.369,0.419,0.559,46,70,94,25.57,0.97,4/5/22,0.13,4/8/22,0.134020619,3.04,1.99,4/27/22,2377,2392,44.6,5/16/22,2021,2021,8.7,38.43,37.98
165_26B_60,165,165_26,F3,y,y,13,3/2/22,0.28,14,3.9,,4/8/22,0.389,0.455,0.551,90,126,132,54.2,2.47,4/5/22,0.23,4/19/22,0.093117409,2.91,2.42,5/2/22,4625,3610,54.3,5/20/22,2069,2091,23.4,38.41,37.02
165_26B_66,165,165_26,F3,y,y,13,3/2/22,0.32,14,4.5,,4/8/22,0.418,0.532,0.621,96,110,122,51.44,2.02,4/5/22,0.24,4/19/22,0.118811881,2.64,2.29,5/2/22,3044,3332,62.2,5/23/22,2018,2015,9,39.13,38.09
165_26B_75,165,165_26,F3,y,y,15,2/23/22,0.32,14,4.5,,3/24/22,0.418,0.452,0.547,58,78,72,35.67,1.42,4/5/22,0.15,4/8/22,0.105633803,3.33,2.32,4/27/22,3026,2926,44.8,5/16/22,2042,2010,17.5,41.22,40.84
165_26B_76,165,165_26,F3,y,y,15,3/2/22,0.45,14,6.3,,4/8/22,0.439,0.492,0.611,112,162,154,51.1,2.31,4/5/22,0.31,4/19/22,0.134199134,2.51,1.58,5/2/22,2998,2788,60.1,6/3/22,2008,2005,3.6,39.22,37.59
165_26B_78,165,165_26,F3,y,y,15,2/23/22,0.29,14,4,,4/1/22,0.468,0.551,0.659,76,102,142,12.57,0.59,4/5/22,0.06,4/8/22,0.101694915,2.76,2.43,4/27/22,2779,2968,62,5/20/22,2018,2025,21.8,39.78,39.28
165_26B_79,165,165_26,F3,y,y,15,3/16/22,0.26,21,5.5,,4/22/22,0.419,0.517,0.639,82,84,148,81.6,3.66,5/8/22,0.47,5/12/22,0.128415301,2.64,2.68,5/16/22,3596,3765,61,6/10/22,1993,2022,27.7,41.89,42.02
165_26B_80,165,165_26,F3,y,y,15,3/2/22,0.3,14,4.2,,4/8/22,0.458,0.493,0.591,116,148,176,32.93,1.55,4/5/22,0.14,4/19/22,0.090322581,2.9,2.16,5/2/22,3435,3448,66.2,6/3/22,2015,2008,11.9,39.11,37.84
165_26B_81,165,165_26,F3,y,y,15,3/2/22,0.42,14,5.9,,4/8/22,0.457,0.507,0.621,96,148,200,78.33,3.81,4/5/22,0.44,4/19/22,0.115485564,2.62,1.79,5/2/22,2518,2556,60.5,5/20/22,2030,2031,5,38.71,37.09
165_26B_82,165,165_26,F3,y,y,15,3/2/22,0.24,14,3.3,,4/8/22,0.463,0.542,0.626,54,102,152,40.02,1.63,4/5/22,0.17,4/19/22,0.104294479,2.89,2.04,5/2/22,2865,2801,66.7,5/23/22,2023,2040,11.6,39.26,37.49
165_26B_83,165,165_26,F3,y,y,17,3/16/22,0.22,21,4.7,,4/22/22,0.419,0.504,0.572,68,80,120,57.93,2.42,5/8/22,0.28,5/12/22,0.115702479,2.96,2.67,5/16/22,3581,3216,54.5,6/14/22,2047,2042,23.7,40.25,39.39
165_26B_84,165,165_26,F3,y,y,17,3/2/22,0.31,14,4.4,,4/8/22,0.442,0.496,0.622,46,68,102,56.12,2.39,4/5/22,0.26,4/19/22,0.108786611,2.68,2.02,5/2/22,2904,3139,58.8,5/27/22,2018,2023,4.7,39.52,37.66
165_26B_85,165,165_26,F3,y,y,17,2/23/22,0.26,14,3.6,,4/1/22,0.391,0.439,0.546,44,82,122,36.08,1.51,4/5/22,0.18,4/8/22,0.119205298,3.09,2.3,4/27/22,3382,3450,61.3,5/23/22,2017,2014,27.2,40.08,39.42
165_26B_86,165,165_26,F3,y,y,17,3/2/22,0.44,14,6.2,,4/8/22,0.416,0.472,0.575,88,132,166,51.59,2.07,4/5/22,0.22,4/19/22,0.106280193,2.69,1.9,5/2/22,3763,3628,58.2,5/30/22,2017,2015,10,39.98,38.67
165_26B_92,165,165_26,F3,y,y,NA,,,NA,NA,,4/8/22,0.424,0.458,0.544,96,138,176,44.16,1.88,4/5/22,0.26,4/19/22,0.138297872,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
165_26B_99,165,165_26,F3,y,y,27,3/16/22,0.3,21,6.2,,4/22/22,0.448,0.532,0.669,70,98,106,89.15,4.16,5/8/22,0.47,5/12/22,0.112980769,2.81,2.19,5/16/22,3076,3108,53.6,6/12/22,2033,2033,27.2,41.43,40.51
165_26C_102,165,165_26,F3,y,y,11,3/23/22,0.44,21,9.2,,4/29/22,0.425,0.514,0.595,78,104,106,43.15,1.65,5/8/22,0.17,5/12/22,0.103030303,3.39,2.1,5/23/22,3012,2986,53.9,6/13/22,2025,2027,18.6,39.81,38.7
165_26C_106,165,165_26,F3,y,y,14,3/23/22,0.5,21,10.4,,4/29/22,0.418,0.463,0.574,76,108,118,75.75,3.3,5/8/22,0.39,5/12/22,0.118181818,3.2,2.15,5/23/22,3408,3214,59.1,6/17/22,2015,2014,21.1,41.03,40.49
165_26C_109,165,165_26,F3,y,y,16,3/23/22,0.43,21,9.1,,4/29/22,0.437,0.524,0.692,82,136,152,48.9,1.94,5/8/22,0.23,5/12/22,0.118556701,2.38,1.94,5/23/22,2779,2794,61.1,6/13/22,2013,2019,17.7,40.31,38.82
165_26C_110,165,165_26,F3,y,y,16,3/16/22,0.4,21,8.5,,4/22/22,0.45,0.544,0.682,78,154,214,38.38,1.45,5/8/22,0.18,5/12/22,0.124137931,3.16,2.83,5/16/22,2949,3047,64.4,6/12/22,2017,2018,19.2,41.48,41.46
165_26C_112,165,165_26,F3,y,y,16,3/23/22,0.47,21,9.9,,4/29/22,0.476,0.522,0.63,92,124,176,47.85,2.28,5/8/22,0.24,5/12/22,0.105263158,2.76,2.42,5/23/22,3426,3432,60,6/10/22,2021,2014,31.7,40.16,39.01
165_26C_113,165,165_26,F3,y,y,16,3/23/22,0.47,21,9.9,,4/29/22,0.426,0.54,0.617,80,142,168,83.93,3.77,5/8/22,0.51,5/12/22,0.135278515,2.48,1.94,5/23/22,2763,2596,52.2,6/13/22,2017,2018,18.2,41.41,40.12
165_26C_114,165,165_26,F3,y,y,16,4/4/22,0.43,24,10.4,,5/9/22,0.492,0.578,0.664,86,134,178,44.8,1.8,5/19/22,0.23,5/12/22,0.127777778,2.89,2.25,5/30/22,2764,2828,51.3,6/20/22,2010,2011,12.3,38.49,36.48
165_26C_118,165,165_26,F3,y,y,18,4/4/22,0.42,24,10,,5/9/22,0.439,0.553,0.659,82,108,118,75.66,3.3,5/19/22,0.44,5/12/22,0.133333333,3.35,3.14,5/30/22,3790,3808,66.6,6/24/22,1995,2008,49.3,40.23,39.84
165_26C_121,165,165_26,F3,y,y,18,4/4/22,0.58,24,13.9,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
165_26C_123,165,165_26,F3,y,y,18,3/23/22,0.19,21,3.9,,4/29/22,0.395,0.463,0.541,56,96,98,58.19,2.39,5/8/22,0.28,5/12/22,0.117154812,3.94,2.69,5/23/22,3488,3563,52.5,6/27/22,2005,2008,28.6,NA,NA
165_26C_129,165,165_26,F3,y,y,21,4/4/22,0.5,24,12,,5/9/22,0.427,0.498,0.588,56,116,156,50.78,2.21,5/19/22,0.25,5/12/22,0.113122172,3.16,2.18,5/30/22,3879,3932,41.4,6/24/22,2005,2011,15.3,38.72,37.56
165_26C_130,165,165_26,F3,y,y,21,4/4/22,0.51,24,12.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
165_26C_131,165,165_26,F3,y,y,21,4/4/22,0.43,24,10.2,,5/9/22,0.452,0.509,0.57,96,154,186,74.31,3.18,5/19/22,0.44,5/12/22,0.13836478,3.1,2.55,5/30/22,3178,3181,58.1,6/20/22,2018,2008,27.4,37.83,37.47
165_26C_132,165,165_26,F3,y,y,21,4/4/22,0.5,24,11.9,,5/6/22,0.397,0.506,0.656,104,174,246,60.36,2.52,5/19/22,0.37,5/12/22,0.146825397,3.17,2.38,5/30/22,3217,3053,62.6,6/20/22,2003,2002,19.7,39.34,37.9
165_26C_144,165,165_26,F3,y,y,23,4/4/22,0.38,24,9.2,,5/9/22,0.431,0.545,0.679,66,118,210,66.1,1.96,5/19/22,0.31,5/12/22,0.158163265,2.99,2.5,5/30/22,3252,3170,61.7,6/20/22,2010,2011,25.6,39.06,38.42
165_26C_145,165,165_26,F3,y,y,23,4/4/22,0.46,24,11,,5/9/22,0.426,0.498,0.664,106,128,166,76.02,3.17,5/19/22,0.36,5/12/22,0.113564669,3.7,2.7,5/30/22,2708,2700,53.5,6/24/22,2008,1999,18,39.39,38.61
165_26C_146,165,165_26,F3,y,y,23,4/4/22,0.24,26,6.3,,5/6/22,0.447,0.52,0.663,104,126,134,58.12,2.52,5/19/22,0.32,5/12/22,0.126984127,3.19,2.39,5/30/22,2571,3500,51.1,6/27/22,2010,2010,21.2,39.44,39.5
165_26C_160,165,165_26,F3,y,y,28,4/4/22,0.38,26,9.9,,5/9/22,0.413,0.501,0.563,98,124,188,92.4,4.11,5/19/22,0.53,5/12/22,0.128953771,3.24,2.65,5/30/22,2783,2872,67,6/20/22,2008,2018,18.8,39.99,38.17
165_26C_195,165,165_26,F3,y,y,46,5/2/22,0.37,26,9.5,,6/10/22,0.419,0.453,0.612,82,126,196,70.04,3.33,6/24/22,0.43,6/29/22,0.129129129,3.33,2.75,6/27/22,2421,2337,62.8,7/25/22,2011,2008,32.2,40.57,41.08
165_26C_200,165,165_26,F3,y,y,56,5/2/22,0.31,26,8.1,,6/10/22,0.454,0.523,0.614,74,150,162,46.27,1.95,6/24/22,0.2,6/29/22,0.102564103,3.97,2.43,6/27/22,3085,2919,61.1,7/22/22,2029,2021,27.9,39.69,39.82
165_26C_209,165,165_26,F3,y,y,72,5/23/22,0.26,26,6.7,,7/10/22,0.401,0.498,0.578,78,102,128,71.57,3.02,7/16/22,0.33,7/21/22,0.109271523,4.02,2.71,7/18/22,3522,4026,56.9,8/29/22,2060,2018,37.8,40.04,39.53
165_26C_210,165,165_26,F3,y,y,72,5/23/22,0.28,26,7.3,,7/10/22,0.401,0.461,0.618,62,112,204,34.88,1.4,7/16/22,0.14,7/21/22,0.1,3.43,2.53,7/18/22,2994,3003,61.7,8/19/22,2038,2047,20.7,38.84,39.01
165_26C_226,165,165_26,F3,y,y,137,8/15/22,0.48,25,12,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,2.96,1.97,10/3/22,3088,3052,58.9,10/24/22,2032,2034,37,38.4,37.66
165_26C_228,165,165_26,F3,y,y,142,8/15/22,1.04,25,26.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,2.92,1.77,10/3/22,2396,2382,50.1,10/31/22,2005,2008,10.1,38.32,38.08
165_26C_229,165,165_26,F3,y,y,151,8/22/22,0.31,25,7.8,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.44,2.32,11/4/22,3389,3182,47.7,12/2/22,2049,2039,26,37.52,37.01
165_26D_124,165,165_26,F3,y,y,7,4/4/22,0.67,24,16.1,,5/9/22,0.418,0.508,0.597,120,170,122,42.29,1.73,5/19/22,0.23,5/12/22,0.132947977,3.71,2.8,5/30/22,3277,3415,50.3,6/24/22,2017,2006,26,38.64,38.94
165_26D_125,165,165_26,F3,y,y,7,4/4/22,0.27,24,6.5,,5/9/22,0.397,0.455,0.581,48,58,66,42,1.82,5/19/22,0.2,5/12/22,0.10989011,3.84,3.27,5/30/22,3660,3899,57.4,6/24/22,2049,2033,26.2,40.22,38.17
165_26D_126,165,165_26,F3,y,y,7,4/4/22,0.38,24,9,,5/9/22,0.458,0.539,0.63,92,102,116,40.63,1.75,5/19/22,0.24,5/12/22,0.137142857,3.69,2.91,5/30/22,3060,3000,65.5,6/24/22,2002,1999,28.9,40.79,39.55
165_26D_127,165,165_26,F3,y,y,7,4/18/22,0.32,33,10.4,,5/20/22,0.402,0.497,0.579,44,106,160,14,0.61,5/19/22,0.06,5/15/22,0.098360656,3.84,3.48,6/13/22,2809,2874,63.6,7/8/22,2039,2039,24,39.99,40.75
165_26D_141,165,165_26,F3,y,y,9,4/4/22,0.31,26,8,,5/6/22,0.442,0.531,0.623,76,116,140,66.67,3.01,5/19/22,0.32,5/12/22,0.106312292,3.37,2.49,5/30/22,3905,3727,49,6/20/22,2024,2042,17.1,38.26,37.83
165_26D_148,165,165_26,F3,y,y,14,4/4/22,0.36,26,9.3,,5/6/22,0.427,0.546,0.679,98,126,150,61.86,2.83,5/19/22,0.39,5/12/22,0.137809187,3.12,2.5,5/30/22,3641,3576,57.4,6/24/22,2006,2018,22.1,38.31,37.91
165_26D_150,165,165_26,F3,y,y,14,4/4/22,0.3,26,7.8,,5/6/22,0.482,0.56,0.686,66,132,150,34.28,1.39,5/19/22,0.16,5/12/22,0.115107914,2.95,1.72,5/30/22,3199,2950,59.9,6/24/22,2013,2011,17.17,39.82,38.72
165_26D_151,165,165_26,F3,y,y,14,4/4/22,0.01,26,0.3,,5/6/22,0.459,0.568,0.653,82,108,168,45.61,2.21,5/19/22,0.23,5/12/22,0.104072398,3.93,2.85,5/30/22,3634,3636,53.2,6/24/22,2014,2006,20.4,39.64,39.13
165_26D_152,165,165_26,F3,y,y,14,4/4/22,0.28,26,7.4,,5/6/22,0.406,0.462,0.583,68,106,138,75.77,3.49,5/19/22,0.43,5/12/22,0.123209169,3.28,2.29,5/30/22,3025,3309,59.4,6/20/22,2038,2021,21.7,38.86,38.93
165_26D_153,165,165_26,F3,y,y,14,4/4/22,0.51,24,12.3,,5/9/22,0.425,0.502,0.629,70,146,160,74.35,3.2,5/19/22,0.43,5/12/22,0.134375,3.67,2.84,5/30/22,2930,3141,57.1,6/24/22,2010,2008,20.6,40.84,39.7
165_26D_154,165,165_26,F3,y,y,14,4/25/22,0.59,26,15.4,,6/3/22,0.414,0.478,0.588,96,150,158,69.32,2.91,5/19/22,0.33,5/15/22,0.113402062,3.2,1.96,6/20/22,3167,3557,68.9,7/22/22,2019,2017,15.2,NA,NA
165_26D_155,165,165_26,F3,y,y,14,4/4/22,0.12,26,3.1,,5/6/22,0.451,0.509,0.654,80,118,142,65.32,3.04,5/19/22,0.37,5/12/22,0.121710526,3.46,2.76,5/30/22,3094,3085,54.5,6/24/22,2003,2003,26.2,38.72,37.68
165_26D_156,165,165_26,F3,y,y,14,4/4/22,0.41,26,10.7,,5/6/22,0.44,0.526,0.665,112,166,238,44.88,1.85,5/19/22,0.28,5/12/22,0.151351351,3.19,2.49,5/30/22,3048,3015,62.3,6/24/22,2013,2006,23.1,39.21,39.54
165_26D_161,165,165_26,F3,y,y,16,4/4/22,0.16,26,4.2,,5/6/22,0.432,0.492,0.572,78,82,112,40.09,1.5,5/19/22,0.16,5/12/22,0.106666667,3.87,3.07,5/30/22,3675,3805,44.1,6/24/22,2017,2024,11.3,37.72,37.57
165_26D_162,165,165_26,F3,y,y,16,4/25/22,0.58,26,15.1,,6/3/22,0.393,0.455,0.597,58,116,156,58.5,2.51,5/19/22,0.27,5/15/22,0.107569721,3.25,2.18,6/20/22,2946,2940,63.1,7/11/22,2032,2018,24.3,41.5,40.43
165_26D_164,165,165_26,F3,y,y,16,4/4/22,0.26,26,6.8,,5/20/22,0.454,0.528,0.624,86,164,182,73.79,3.19,5/19/22,0.35,5/15/22,0.109717868,3.3,NA,5/30/22,3513,3421,61.4,6/27/22,2015,2009,5.5,40.39,NA
165_26D_165,165,165_26,F3,y,y,16,4/4/22,0.32,26,8.4,,5/6/22,0.493,0.572,0.688,106,112,148,59.36,2.69,5/19/22,0.3,5/12/22,0.111524164,3.39,2.42,5/30/22,3434,3637,61.6,6/24/22,2013,2006,13.5,38.91,39.37
165_26D_170,165,165_26,F3,y,y,18,4/18/22,0.39,33,12.8,,5/20/22,0.419,0.484,0.625,102,148,164,73.78,3.4,5/19/22,0.39,5/15/22,0.114705882,2.93,2.16,6/13/22,2330,2336,63.1,7/8/22,2017,2011,33.2,38.3,38.06
165_26D_171,165,165_26,F3,y,y,18,4/18/22,0.47,33,15.4,,5/20/22,0.416,0.495,0.636,100,140,180,66.54,2.89,5/19/22,0.32,5/15/22,0.110726644,3.11,2.29,6/13/22,2525,2763,61.2,7/4/22,2057,2041,32.5,38.2,37.93
165_26D_173,165,165_26,F3,y,y,18,4/25/22,0.77,26,20,,6/3/22,0.41,0.499,0.584,54,164,166,68.86,2.89,5/19/22,0.32,5/15/22,0.110726644,3.08,2.34,6/20/22,2502,2495,72.2,7/11/22,2024,2039,24.8,39.33,38.68
165_26D_175,165,165_26,F3,y,y,21,4/18/22,0.43,33,14.3,,5/20/22,0.426,0.478,0.579,100,144,160,80.93,3.43,5/19/22,0.48,5/15/22,0.139941691,2.91,2.34,6/13/22,2764,2665,64.9,7/4/22,2019,2014,38.4,38.8,37.96
165_26D_176,165,165_26,F3,y,y,21,4/18/22,0.29,33,9.7,,5/20/22,0.446,0.531,0.709,82,146,206,34.19,1.49,5/19/22,0.17,5/15/22,0.11409396,3.21,3,6/13/22,2592,2550,73.8,7/8/22,2011,2010,44.1,40.24,40.05
165_26D_178,165,165_26,F3,y,y,21,4/18/22,0.34,33,11.3,,5/20/22,0.392,0.474,0.548,68,140,178,71.75,3.12,5/19/22,0.46,5/15/22,0.147435897,3.41,2.6,6/13/22,2442,2458,53.1,7/1/22,2049,2040,14.3,39.01,38.92
165_26D_186,165,165_26,F3,y,y,23,4/25/22,0.55,26,14.3,,6/3/22,0.441,0.505,0.634,66,136,210,90.41,4.12,5/19/22,0.45,5/15/22,0.109223301,2.78,2.04,6/20/22,2811,2632,60.1,7/11/22,2039,2019,14.2,40.14,38.7
165_26D_187,165,165_26,F3,y,y,23,4/25/22,0.43,26,11.1,,6/3/22,0.432,0.502,0.635,52,100,146,72.28,3.13,5/19/22,0.29,5/15/22,0.092651757,3.74,2.8,6/20/22,2770,2954,57,7/11/22,2027,2057,26.2,39.01,38
165_26D_192,165,165_26,F3,y,y,28,5/2/22,0.35,26,9.2,,6/10/22,0.442,0.544,0.632,106,112,168,60.39,2.67,6/24/22,0.26,6/29/22,0.097378277,3.66,2.56,6/27/22,2480,2433,67.2,7/22/22,2029,2018,27.5,39.31,38.61
165_26D_197,165,165_26,F3,y,y,39,5/2/22,0.33,26,8.6,,6/10/22,0.437,0.494,0.595,72,128,130,45.56,1.85,6/24/22,0.17,6/29/22,0.091891892,4,2.51,6/27/22,2758,2712,58.5,7/22/22,2014,2019,27.5,39.74,38.24
165_26D_206,165,165_26,F3,y,y,53,5/16/22,0.28,26,7.2,,6/17/22,0.419,0.489,0.641,128,104,180,27.94,1.08,6/11/22,0.15,6/15/22,0.138888889,2.91,2.02,7/11/22,2560,2687,60.9,8/1/22,2034,2038,20.5,37.08,37.78
165_26D_213,165,165_26,F3,y,y,60,6/13/22,0.74,26,19.3,,8/7/22,0.406,0.447,0.565,76,94,128,21.69,0.91,8/5/22,0.11,8/10/22,0.120879121,3.676,2.25,8/8/22,3935,3916,43.7,9/1/22,2124,2117,19.6,36.11,33.64
165_26D_216,165,165_26,F3,y,y,63,6/13/22,0.62,26,16.2,,8/7/22,0.375,0.444,0.491,60,102,136,25.87,1.15,8/5/22,0.11,8/10/22,0.095652174,3.732,2.21,8/8/22,3529,3726,58.4,9/5/22,2030,2047,34.4,37.85,38.61
165_26D_217,165,165_26,F3,y,y,63,6/6/22,0.63,26,16.3,,7/25/22,0.368,0.405,0.545,54,90,152,27.17,1.23,8/1/22,0.12,8/5/22,0.097560976,3.35,2.39,8/1/22,3735,3772,53.1,9/5/22,2023,2037,30.3,37.21,37.2
165_26D_218,165,165_26,F3,y,y,63,6/13/22,0.75,26,19.6,,8/7/22,0.392,0.461,0.64,44,98,130,21.4,0.96,8/5/22,0.11,8/10/22,0.114583333,4.041,NA,8/8/22,2720,2681,57.8,9/12/22,2024,2027,24.9,38.492,NA
165_26D_224,165,165_26,F3,y,y,95,7/28/22,0.56,28,15.6,,9/16/22,0.418,0.539,0.697,66,136,148,51.75,2.03,,0.23,9/27/22,0.113300493,3.28,1.79,9/19/22,3294,2999,62.9,10/17/22,2032,2024,15.8,38.83,34.85
165_26E_138,165,165_26,F3,y,y,5,4/25/22,0.69,26,17.9,,6/3/22,0.407,0.479,0.588,84,108,158,59.44,2.48,5/19/22,0.31,5/15/22,0.125,3.46,2.41,6/20/22,3033,2945,72.5,7/15/22,2037,2029,16.4,41.16,39.65
165_26E_140,165,165_26,F3,y,y,5,4/25/22,0.54,26,14.1,,6/3/22,0.395,0.446,0.557,66,68,116,73.62,2.95,5/19/22,0.33,5/12/22,0.111864407,3.34,2.46,6/20/22,2888,2831,60.9,7/18/22,2030,2023,9.8,NA,NA
165_26E_157,165,165_26,F3,y,y,10,4/4/22,0.33,26,8.5,,5/6/22,0.465,0.532,0.691,84,118,164,63.11,1.7,5/19/22,0.35,5/12/22,0.205882353,3.72,2.41,5/30/22,3394,2999,60.6,6/20/22,2011,2025,25.2,39.04,38.8
165_26E_158,165,165_26,F3,y,y,10,4/4/22,0.37,26,9.7,,5/9/22,0.396,0.474,0.621,102,144,156,31.94,1.22,5/19/22,0.11,5/12/22,0.090163934,3.46,2.89,5/30/22,3512,3435,56,6/24/22,2010,2005,24.7,40.73,40.07
165_26E_167,165,165_26,F3,y,y,12,4/18/22,0.37,33,12.1,,5/20/22,0.426,0.507,0.651,78,180,200,29.87,1.26,5/19/22,0.13,5/15/22,0.103174603,2.96,2.56,6/13/22,2952,3159,65.3,7/15/22,2024,2022,37.3,38.82,38.26
165_26E_179,165,165_26,F3,y,y,17,4/18/22,0.51,33,16.8,,5/20/22,0.391,0.456,0.564,102,124,220,64.32,2.55,5/19/22,0.29,5/15/22,0.11372549,2.98,2.25,6/13/22,2324,2403,62.5,7/8/22,2013,2010,24.6,38.74,37.86
165_26E_180,165,165_26,F3,y,y,17,4/18/22,0.43,33,14.1,,5/20/22,0.404,0.485,0.629,116,144,156,87.55,3.74,5/19/22,0.45,5/15/22,0.120320856,2.94,2.36,6/13/22,2253,2431,63.6,7/4/22,2015,2018,43,38.1,36.97
165_26E_190,165,165_26,F3,y,y,21,4/25/22,0.65,26,16.9,,6/3/22,0.413,0.479,0.664,46,49,134,78.45,3.28,5/19/22,0.3,5/15/22,0.091463415,4.08,3.09,6/20/22,3382,3128,66.8,7/18/22,2024,2017,28.5,39,39.55
165_26E_194,165,165_26,F3,y,y,28,5/2/22,0.58,26,15.1,,6/10/22,0.43,0.49,0.644,80,116,192,49.87,2.23,6/24/22,0.2,6/29/22,0.089686099,4.03,2.72,6/27/22,2557,2617,60.6,7/18/22,2018,2023,30.8,39.75,40.73
165_26E_196,165,165_26,F3,y,y,31,5/2/22,0.39,26,10.1,,6/10/22,0.403,0.451,0.571,62,98,106,41.12,1.83,6/24/22,0.14,6/29/22,0.076502732,3.59,3.1,6/27/22,3381,3207,53.3,7/18/22,2059,2080,33.6,39.26,39.19
165_26E_198,165,165_26,F3,y,y,35,5/2/22,0.47,26,12.1,,6/10/22,0.455,0.554,0.659,80,100,138,34.07,1.34,6/24/22,0.12,6/29/22,0.089552239,4.11,2.49,6/27/22,2563,2572,59.9,7/18/22,2039,2024,15.3,39.19,39.35
165_26E_199,165,165_26,F3,y,y,38,5/9/22,0.37,26,9.7,,6/17/22,0.44,0.519,0.623,80,152,198,54.7,2.41,6/23/22,0.32,6/27/22,0.132780083,3.4,2.44,7/4/22,2999,2966,69.5,7/29/22,2022,2023,32.3,41.91,41.71
165_26E_201,165,165_26,F3,y,y,47,5/9/22,0.22,26,5.6,,6/17/22,0.472,0.551,0.668,76,116,174,57.81,2.79,6/23/22,0.26,6/27/22,0.093189964,3.34,2.6,7/4/22,2522,2473,60,7/29/22,2006,2006,30.1,41.66,41.75
165_26E_202,165,165_26,F3,y,y,47,5/16/22,0.36,26,9.4,,6/29/22,0.419,0.485,0.618,102,128,250,26.64,1.16,6/11/22,0.12,7/15/22,0.103448276,3.357,NA,7/11/22,2325,2344,64.5,7/29/22,2067,2061,33.9,39.124,NA
165_26E_219,165,165_26,F3,y,y,73,6/27/22,0.48,26,12.4,,8/19/22,0.422,0.509,0.572,76,106,146,27.47,1.23,8/17/22,0.12,8/22/22,0.097560976,3,2.09,8/22/22,2902,2834,50.4,9/19/22,2019,2031,27.4,37.73,35.94
