ID,G_parent,parent,type,tissue_collected,D_extracted,days_to_radicle,GR.M2.date,GR.cm.dy,GR.days,total_growth,notes,date,thick.1,thick.2,thick.3,tough.1,tough.2,tough.3,area,wet.g,wet.date,dry.g,dry.date,tmp.ldmc,N_wght_p_GREEN,N_wght_p_DEAD,DD_date_start,PER1_start,PER2_start,Grn.SPAD_start,date_end,PER1_end,PER2_end,Dry.SPAD_end,C_wght_p_GREEN,C_wght_p_DEAD
165_009B_04,165,165_009,F3,y,y,12,5/16/22,0.41,26,10.7,,6/17/22,0.386,0.479,0.591,28,96,116,65.35,2.67,6/11/22,0.35,7/15/22,0.131086142,3.42,2.3,7/11/22,2285,2375,56.9,8/1/22,2027,2017,32.9,38.34,36.94
165_009B_07,165,165_009,F3,y,y,12,,,NA,NA,,7/8/22,0.404,0.434,0.542,64,92,132,103.91,4.21,7/16/22,0.5,7/21/22,0.118764846,3.53,2.61,7/8/22,2527,2621,57.6,8/22/22,2011,2023,31.2,39.16,39.73
165_009B_08,165,165_009,F3,y,y,12,5/16/22,0.43,26,11.3,,6/17/22,0.424,0.465,0.614,82,128,156,49.65,2.11,6/11/22,0.29,7/15/22,0.137440758,3.09,1.81,7/11/22,2235,2175,59.2,8/1/22,2019,2011,22.9,39.16,37.97
165_009B_09,165,165_009,F3,y,y,12,5/23/22,0.45,26,11.8,,7/8/22,0.393,0.453,0.549,82,130,124,88.76,3.75,7/16/22,0.49,7/21/22,0.130666667,3.29,2.27,7/18/22,3376,3155,61.6,8/12/22,2023,2038,34.9,38.72,37.43
165_009B_10,165,165_009,F3,y,y,12,5/16/22,0.41,26,10.6,,6/17/22,0.458,0.491,0.599,80,102,132,39.04,1.52,6/11/22,0.19,6/15/22,0.125,3.4,2.19,7/11/22,2423,2398,57,8/5/22,2013,2008,23,39.39,39.95
165_009B_105,165,165_009,F3,y,y,19,5/30/22,0.48,26,12.4,,7/15/22,0.349,0.382,0.584,54,114,178,40.33,1.85,7/16/22,0.2,7/29/22,0.108108108,4.11,2.8,7/25/22,3650,3426,51.7,8/29/22,2062,2059,21,36.78,36.33
165_009B_106,165,165_009,F3,y,y,19,6/13/22,0.79,26,20.6,,8/7/22,0.352,0.412,0.493,56,112,130,37.62,1.59,8/5/22,0.19,8/10/22,0.119496855,3.82,NA,8/8/22,4115,4297,59,9/30/22,2015,2010,28.6,38.517,NA
165_009B_107,165,165_009,F3,y,y,19,6/13/22,0.53,26,13.8,,8/7/22,0.438,0.461,0.668,88,108,182,30.19,1.45,8/5/22,0.14,8/10/22,0.096551724,3.617,NA,8/8/22,3576,3652,53.5,9/9/22,2052,2059,26.1,38.176,NA
165_009B_11,165,165_009,F3,y,y,12,5/16/22,0.48,26,12.5,,6/17/22,0.454,0.559,0.692,94,126,144,32.08,1.34,6/11/22,0.18,6/15/22,0.134328358,4.304,2.015,7/11/22,2790,2565,62.5,8/15/22,1994,2010,30.3,40.449,39.006
165_009B_110,165,165_009,F3,y,y,19,6/13/22,0.54,26,14,,8/7/22,0.409,0.432,0.577,52,70,128,48.84,2.23,8/5/22,0.3,8/10/22,0.134529148,3.713,1.9,8/8/22,4277,4116,60.7,9/9/22,2088,2052,33.7,38.306,37.89
165_009B_111,165,165_009,F3,y,y,19,5/30/22,0.37,26,9.6,,7/15/22,0.368,0.439,0.637,98,104,136,38.56,2.05,7/16/22,0.18,7/29/22,0.087804878,3.39,1.79,7/25/22,3675,3773,49.9,8/26/22,2159,2141,13.9,36.72,35.1
165_009B_112,165,165_009,F3,y,y,19,6/6/22,0.65,26,17,,7/25/22,0.374,0.439,0.531,88,116,160,37.3,1.65,8/1/22,0.19,8/5/22,0.115151515,4.29,1.83,8/1/22,2909,2853,53.3,9/5/22,2005,2005,33.6,51.84,37.28
165_009B_114,165,165_009,F3,y,y,19,5/30/22,0.5,26,13.1,,7/15/22,0.342,0.384,0.588,64,106,128,46.52,1.89,7/16/22,0.25,7/29/22,0.132275132,3.49,2.28,7/25/22,3665,3550,53,8/26/22,2019,2022,27.1,39.12,38.15
165_009B_115,165,165_009,F3,y,y,19,6/13/22,0.55,26,14.2,,8/7/22,0.393,0.462,0.522,62,90,96,24.43,1.1,8/5/22,0.09,8/10/22,0.081818182,3.684,NA,8/8/22,3682,3668,49.6,8/29/22,2216,2218,14.7,37.677,NA
165_009B_116,165,165_009,F3,y,y,19,6/6/22,0.66,26,17.1,,7/25/22,0.352,0.409,0.509,62,80,164,36.85,1.66,8/1/22,0.15,8/5/22,0.090361446,4.29,3.06,8/1/22,3573,3505,47.8,8/26/22,2056,2059,20.2,38.93,39.11
165_009B_117,165,165_009,F3,y,y,19,6/13/22,0.67,26,17.4,,8/7/22,0.429,0.459,0.578,80,116,156,31.97,1.49,8/5/22,0.17,8/10/22,0.11409396,4.861,3.36,8/8/22,2984,3246,67,9/1/22,2067,2065,26.5,39.049,39.69
165_009B_118,165,165_009,F3,y,y,19,6/13/22,0.65,26,16.8,,8/7/22,0.37,0.419,0.489,82,132,142,35.37,1.66,8/5/22,0.2,8/10/22,0.120481928,NA,NA,8/8/22,3271,3293,53.6,9/9/22,2032,2005,7.4,NA,NA
165_009B_122,165,165_009,F3,y,y,19,6/13/22,0.58,26,15.1,,8/7/22,0.378,0.449,0.559,68,138,154,64.91,2.78,8/5/22,0.38,8/10/22,0.136690647,3.685,NA,8/8/22,3494,3454,58.1,9/9/22,2030,2011,26,38.777,NA
165_009B_124,165,165_009,F3,y,y,19,6/6/22,0.61,26,15.8,,7/25/22,0.367,0.414,0.516,88,88,106,36.2,1.67,8/1/22,0.2,8/5/22,0.119760479,3.63,1.82,8/1/22,4098,4041,57.1,9/9/22,2015,2015,31,38.74,38.08
165_009B_127,165,165_009,F3,y,y,19,5/30/22,0.5,26,13.1,,7/14/22,0.418,0.494,0.574,50,82,48,37.34,1.5,7/16/22,0.18,7/21/22,0.12,3.48,1.73,7/25/22,2853,2744,55.1,8/15/22,2011,2018,25,37.59,36.35
165_009B_133,165,165_009,F3,y,y,21,6/6/22,0.46,26,12,,7/25/22,0.349,0.413,0.499,102,144,148,33.67,1.43,8/1/22,0.2,8/5/22,0.13986014,4.21,3.54,8/1/22,2546,2592,59.7,9/5/22,2003,2009,37.5,39.25,39.81
165_009B_138,165,165_009,F3,y,y,23,6/13/22,0.51,26,13.2,,8/7/22,0.414,0.45,0.602,90,96,136,25.11,1.16,8/10/22,NA,,#VALUE!,4.108,NA,8/8/22,3034,2704,52.7,9/9/22,1999,2002,25.1,39.358,NA
165_009B_139,165,165_009,F3,y,y,26,6/20/22,0.58,26,15.1,,8/15/22,0.428,0.481,0.607,104,152,158,23.9,1.09,8/13/22,0.1,8/17/22,0.091743119,4.452,2.496,8/15/22,2543,2650,65.7,9/19/22,2040,2031,55.9,38.811,39.422
165_009B_140,165,165_009,F3,y,y,26,6/20/22,0.51,26,13.3,,8/15/22,0.41,0.479,0.551,88,122,146,43.17,2.01,8/13/22,0.16,8/17/22,0.07960199,3.94,2.751,8/15/22,3327,3177,48.6,9/9/22,2092,2088,28.7,35.686,43.923
165_009B_143,165,165_009,F3,y,y,26,6/13/22,0.71,26,18.4,,8/7/22,0.399,0.455,0.621,88,116,162,35,1.61,8/5/22,0.2,8/10/22,0.124223602,4.323,2.41,8/8/22,3681,3834,49.6,9/1/22,2077,2061,33.8,37.221,38.38
165_009B_147,165,165_009,F3,y,y,26,6/20/22,0.58,26,15.2,,8/15/22,0.391,0.466,0.601,40,76,92,66.86,2.7,8/13/22,0.31,8/17/22,0.114814815,4.402,1.771,8/15/22,3666,2952,58.3,9/5/22,2174,2186,24.5,37.171,35.756
165_009B_150,165,165_009,F3,y,y,26,6/20/22,0.68,26,17.8,,8/15/22,0.412,0.471,0.618,76,100,130,45.61,2.01,8/13/22,0.27,8/17/22,0.134328358,3.618,1.86,8/15/22,2574,2610,67.2,9/16/22,2105,2031,34.3,37.639,37.05
165_009B_151,165,165_009,F3,y,y,26,6/20/22,0.83,26,21.7,,8/15/22,0.419,0.472,0.573,70,108,114,33.88,1.49,8/13/22,0.14,8/17/22,0.093959732,3.823,1.305,8/15/22,2717,2528,52.8,9/16/22,2031,2038,18.3,37.435,36.477
165_009B_152,165,165_009,F3,y,y,26,6/20/22,0.7,26,18.3,,8/15/22,0.418,0.47,0.671,70,138,148,41.44,1.92,8/13/22,0.26,8/17/22,0.135416667,4.498,1.977,8/15/22,2849,2789,63.7,9/23/22,2087,2062,29.8,38.839,37.618
165_009B_154,165,165_009,F3,y,y,26,6/20/22,0.35,26,9.1,,8/15/22,0.394,0.45,0.528,92,116,122,31.29,1.36,8/13/22,0.14,8/17/22,0.102941176,4.058,1.73,8/15/22,2642,2779,64.8,9/16/22,2072,2076,28.7,38.439,37.88
165_009B_155,165,165_009,F3,y,y,28,6/20/22,0.85,26,22.2,,8/15/22,0.39,0.466,0.631,60,130,142,36.21,1.62,8/13/22,0.19,8/17/22,0.117283951,4.249,1.63,8/15/22,2740,2788,56.9,9/16/22,2052,2082,36.4,37.183,37.15
165_009B_156,165,165_009,F3,y,y,28,6/20/22,0.75,26,19.6,,8/15/22,0.387,0.454,0.682,96,134,148,43.28,1.86,8/13/22,0.27,8/17/22,0.14516129,3.575,1.869,8/15/22,3315,3348,62.3,9/19/22,2013,2018,36.9,37.952,37.404
165_009B_157,165,165_009,F3,y,y,28,6/20/22,0.62,26,16,,8/15/22,0.38,0.434,0.548,84,108,124,29.91,1.35,8/13/22,0.17,8/17/22,0.125925926,3.1,1.741,8/15/22,2991,3797,59.3,9/12/22,2070,2079,30.3,37.752,37.354
165_009B_160,165,165_009,F3,y,y,28,6/20/22,0.58,26,15.2,,8/15/22,0.396,0.456,0.571,70,112,166,27.63,1.24,8/13/22,0.12,8/17/22,0.096774194,3.644,1.932,8/15/22,2525,2611,59.6,9/12/22,2082,2062,40.2,37.231,37.254
165_009B_161,165,165_009,F3,y,y,28,6/20/22,0.72,26,18.6,,8/15/22,0.381,0.443,0.643,58,118,148,61.01,2.7,8/13/22,0.4,8/17/22,0.148148148,3.608,1.729,8/15/22,3343,3290,60,9/26/22,2059,2048,25.9,38.871,39.072
165_009B_166,165,165_009,F3,y,y,30,6/20/22,0.74,26,19.3,,8/15/22,0.375,0.412,0.526,70,114,164,28.63,1.16,8/13/22,0.14,8/17/22,0.120689655,5.209,2.52,8/15/22,2473,2579,55.4,9/16/22,2115,2091,41.8,40.447,37.86
165_009B_167,165,165_009,F3,y,y,30,6/20/22,0.6,26,15.6,,8/15/22,0.387,0.431,0.554,88,94,108,26.37,1.14,8/13/22,0.14,8/17/22,0.122807018,4.622,1.708,8/15/22,3605,3340,58.5,9/23/22,2041,2060,13,37.99,38.49
165_009B_168,165,165_009,F3,y,y,30,6/27/22,0.73,26,18.9,,8/19/22,0.42,0.482,0.582,90,150,188,33.43,1.44,8/17/22,0.18,8/22/22,0.125,2.89,1.63,8/22/22,3146,3248,57.4,9/30/22,1996,2010,12.3,39.85,38.9
165_009B_169,165,165_009,F3,y,y,30,6/20/22,0.64,26,16.7,,8/15/22,0.412,0.461,0.589,66,112,130,54.25,2.33,8/13/22,0.3,8/17/22,0.128755365,4.413,2.26,8/15/22,2685,2990,69.7,9/16/22,2068,2040,35.3,38.054,37.59
165_009B_171,165,165_009,F3,y,y,33,6/20/22,0.61,26,15.9,,8/15/22,0.413,0.448,0.616,88,124,116,31.66,1.39,8/13/22,0.15,8/17/22,0.107913669,3.914,2.02,8/15/22,2758,3033,64.5,10/3/22,2024,2010,38,38.154,38.32
165_009B_178,165,165_009,F3,y,y,35,,#VALUE!,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.226,1.83,8/15/22,2966,3464,55,9/19/22,2092,2094,26,NA,NA
165_009B_179,165,165_009,F3,y,y,37,6/27/22,0.7,26,18.2,,8/19/22,0.399,0.449,0.54,110,140,246,58.87,2.8,8/17/22,0.34,8/22/22,0.121428571,3.73,1.211,8/22/22,2702,2614,52.4,9/19/22,2015,2010,16,38.58,38.061
165_009B_181,165,165_009,F3,y,y,40,6/27/22,0.54,26,14,,8/19/22,0.378,0.448,0.589,74,136,168,31.81,1.33,8/17/22,0.15,8/22/22,0.112781955,NA,1.662,8/22/22,3100,3149,56.1,9/16/22,2033,2063,30.8,NA,NA
165_009B_182,165,165_009,F3,y,y,40,6/27/22,0.5,26,12.9,,8/19/22,0.411,0.447,0.538,110,130,184,48.47,2.22,8/17/22,0.23,8/22/22,0.103603604,3.43,1.98,8/22/22,2682,2726,61.8,9/19/22,2010,2003,39.3,40.08,38.74
165_009B_183,165,165_009,F3,y,y,42,6/27/22,0.51,26,13.2,,8/19/22,0.457,0.485,0.599,68,154,176,34.95,1.64,8/17/22,0.16,8/22/22,0.097560976,2.82,1.41,8/22/22,2808,2728,54.3,9/19/22,2010,2011,17.6,38.51,36.63
165_009B_184,165,165_009,F3,y,y,42,7/4/22,0.39,26,10.2,,8/29/22,0.352,0.412,0.618,108,116,128,32.67,1.16,8/27/22,0.09,8/31/22,0.077586207,3.35,1.67,8/29/22,3266,3254,62.1,9/23/22,2046,2047,34.2,39.4,38.28
165_009B_192,165,165_009,F3,y,y,49,7/11/22,0.74,26,19.3,,9/5/22,0.358,0.394,0.647,52,96,142,27.76,1.27,9/4/22,0.12,9/9/22,0.094488189,3.56,2.08,9/5/22,3015,2865,56.9,9/30/22,2041,2047,28.6,38.13,37.75
165_009B_193,165,165_009,F3,y,y,51,7/11/22,0.7,26,18.2,,9/5/22,0.317,0.341,0.463,74,98,140,34.37,1.33,9/4/22,0.15,9/9/22,0.112781955,3.72,2.37,9/5/22,3935,4067,64.2,10/3/22,2061,2060,31.8,40.4,39.34
165_009B_196,165,165_009,F3,y,y,63,7/28/22,0.66,28,18.5,,9/16/22,0.353,0.36,0.513,72,74,86,38.34,1.66,,0.18,9/27/22,0.108433735,2.74,0.98,9/19/22,3090,3177,45.8,10/21/22,2041,2032,3.7,39.63,39.4
165_009B_197,165,165_009,F3,y,y,70,8/1/22,0.55,25,13.7,,9/28/22,0.378,0.484,0.618,68,78,104,57.05,2.36,9/27/22,0.2,10/5/22,0.084745763,3.36,2.34,9/26/22,2779,2789,57.1,10/21/22,2013,2019,47.2,37.93,38.03
165_009B_198,165,165_009,F3,y,y,84,8/15/22,0.69,25,17.2,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.32,1.82,10/3/22,3031,3136,52.6,11/7/22,2006,2013,20.8,38.18,37.58
165_009B_199,165,165_009,F3,y,y,84,,#VALUE!,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,NA,10/3/22,2923,3038,52.1,11/7/22,2014,2011,1.7,NA,NA
165_009B_203,165,165_009,F3,y,y,96,8/15/22,0.54,25,13.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,2.81,1.74,10/3/22,2795,2933,47.2,10/28/22,2006,2027,16.7,38.51,38.76
165_009B_214,165,165_009,F3,y,y,187,11/28/22,0.16,25,4.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.92,1.928,1/30/23,2365,2483,53.2,3/17/23,2018,2011,28.6,37.638,37.49
165_009B_216,165,165_009,F3,y,y,191,11/21/22,0.28,25,7.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,NA,1/23/23,2477,2465,45.1,2/27/23,2010,2013,2.3,NA,NA
165_009B_28,165,165_009,F3,y,y,14,5/23/22,0.55,26,14.3,,7/8/22,0.449,0.503,0.582,96,98,164,43.9,1.81,7/16/22,0.22,7/21/22,0.121546961,3.65,2.09,7/18/22,2554,2529,58.9,8/19/22,2010,2011,33.8,39.02,37.7
165_009B_31,165,165_009,F3,y,y,14,5/23/22,0.55,26,14.3,,7/8/22,0.378,0.468,0.578,76,98,104,91.28,3.75,7/16/22,0.44,7/21/22,0.117333333,3.47,1.9,7/18/22,2548,2548,64.9,8/5/22,2033,2027,28.6,38.35,36.84
165_009B_32,165,165_009,F3,y,y,14,5/23/22,0.55,26,14.3,,7/8/22,0.415,0.465,0.603,90,104,128,83.67,3.4,7/16/22,0.31,7/21/22,0.091176471,3.46,2.85,7/18/22,3157,3152,50.4,8/12/22,2017,2021,36.9,39.16,39.56
165_009B_33,165,165_009,F3,y,y,14,5/23/22,0.45,26,11.7,,7/8/22,0.395,0.456,0.541,50,102,76,29.12,1.19,7/16/22,0.12,7/21/22,0.100840336,3.02,1.89,7/18/22,2977,3091,46.5,8/12/22,2022,2022,13,38.56,37.61
165_009B_34,165,165_009,F3,y,y,14,5/23/22,0.59,26,15.3,,7/8/22,0.404,0.46,0.539,112,154,140,33.27,1.3,7/16/22,0.17,7/21/22,0.130769231,3.54,2.69,7/18/22,3132,3312,56.8,8/12/22,2044,2042,31.7,39.13,39.21
165_009B_35,165,165_009,F3,y,y,14,5/30/22,0.33,26,8.5,,7/14/22,0.377,0.457,0.616,66,112,146,27.06,1.11,7/16/22,0.17,7/21/22,0.153153153,3.64,2.86,7/25/22,3969,3870,53.7,8/19/22,2086,2059,43.9,37.57,37.24
165_009B_36,165,165_009,F3,y,y,14,5/30/22,0.22,26,5.7,,7/15/22,0.372,0.445,0.548,56,82,138,36.09,1.43,7/16/22,0.23,7/29/22,0.160839161,3.99,3.06,7/25/22,4109,4163,62.3,9/5/22,2034,2044,55.9,39.34,39.67
165_009B_41,165,165_009,F3,y,y,14,5/23/22,0.43,26,11.2,,7/10/22,0.406,0.437,0.508,76,84,140,64.17,2.63,7/16/22,0.29,7/21/22,0.11026616,3.41,1.96,7/18/22,3411,3107,53.3,8/19/22,2033,2039,23.2,38.74,38.5
165_009B_42,165,165_009,F3,y,y,14,5/23/22,0.7,26,18.1,,7/10/22,0.403,0.431,0.561,100,140,202,33.15,1.59,7/16/22,0.17,7/21/22,0.106918239,2.95,1.9,7/18/22,2930,2947,56.6,8/12/22,2017,2017,24.4,38.23,37.47
165_009B_43,165,165_009,F3,y,y,14,5/23/22,0.35,26,9,,7/10/22,0.403,0.472,0.597,80,116,130,40.51,1.49,7/16/22,0.17,7/21/22,0.11409396,NA,NA,7/18/22,2431,2489,56.5,8/12/22,2010,2009,26,NA,NA
165_009B_59,165,165_009,F3,y,y,16,5/30/22,0.53,26,13.9,,7/15/22,0.367,0.411,0.549,96,156,194,43.56,1.9,7/16/22,0.22,7/29/22,0.115789474,3.28,2.25,7/25/22,3830,3771,61.8,8/26/22,2053,2032,27.8,38.2,37
165_009B_60,165,165_009,F3,y,y,16,5/30/22,0.55,26,14.4,,7/14/22,0.436,0.482,0.606,92,122,140,68.23,2.99,7/16/22,0.42,7/21/22,0.140468227,3.641,1.586,7/25/22,2880,2816,59.4,8/15/22,2021,2029,16.7,36.961,35.643
165_009B_63,165,165_009,F3,y,y,16,6/6/22,0.52,26,13.5,,7/25/22,0.359,0.408,0.568,102,115,182,45.51,1.93,8/1/22,0.2,8/5/22,0.103626943,3.86,2.32,8/1/22,4208,4305,54.5,9/5/22,2017,2014,28.2,37.87,37.5
165_009B_64,165,165_009,F3,y,y,16,6/6/22,0.55,26,14.4,,7/25/22,0.418,0.441,0.552,44,114,130,36.93,1.62,8/1/22,0.21,8/5/22,0.12962963,3.89,3.09,8/1/22,3634,2964,61.1,9/12/22,2011,2017,51.9,38.71,39.3
165_009B_66,165,165_009,F3,y,y,16,5/23/22,0.4,26,10.5,,7/8/22,0.382,0.424,0.578,102,108,152,83.6,3.51,7/16/22,0.41,7/21/22,0.116809117,NA,1.93,7/18/22,3010,3074,53.7,8/22/22,2027,2021,14.2,NA,37.71
165_009B_67,165,165_009,F3,y,y,16,6/6/22,0.55,26,14.4,,7/25/22,0.349,0.421,0.507,64,88,96,40.84,1.88,8/1/22,0.23,8/5/22,0.122340426,3.42,2.26,8/1/22,2882,2795,59.8,9/9/22,2010,2011,11.7,38.87,37.01
165_009B_69,165,165_009,F3,y,y,16,5/23/22,0.43,26,11.1,,7/10/22,0.414,0.449,0.545,102,146,154,42.78,1.77,7/16/22,0.24,7/21/22,0.13559322,3.31,2.18,7/18/22,3055,3029,62.2,8/19/22,2039,2052,31.6,38.67,37.96
165_009B_70,165,165_009,F3,y,y,16,5/30/22,0.64,26,16.7,,7/14/22,0.438,0.472,0.594,114,140,152,110.5,4.81,7/16/22,0.66,7/21/22,0.137214137,3.33,1.63,7/25/22,2955,3038,57,8/15/22,2009,2013,21.5,38.28,36.67
165_009B_72,165,165_009,F3,y,y,16,6/6/22,0.65,26,16.8,,7/25/22,0.351,0.402,0.496,52,70,108,38.1,1.58,8/1/22,0.19,8/5/22,0.120253165,3.83,3.17,8/1/22,4067,3926,62,8/26/22,2079,2077,36.9,36.83,36.4
165_16B_43,165,165_16,F3,y,y,24,7/28/22,0.32,28,8.9,,9/16/22,0.431,0.472,0.554,12,22,32,56.93,2.08,,0.24,9/27/22,0.115384615,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
165_16_02,165,165_16,F3,y,y,14,6/27/22,0.59,26,15.4,,8/19/22,0.419,0.482,0.573,78,92,138,38.42,1.64,8/17/22,0.16,8/22/22,0.097560976,3.88,1.94,8/22/22,2708,2759,63.3,9/19/22,2008,2015,24.9,40.05,38.59
165_16_03,165,165_16,F3,y,y,14,7/11/22,0.56,26,14.5,,9/5/22,0.404,0.432,0.598,40,76,208,36.11,1.55,9/4/22,0.15,9/9/22,0.096774194,3.31,1.84,9/5/22,3459,3495,61.1,9/30/22,2056,2034,28.5,39.55,38.35
165_16_06,165,165_16,F3,y,y,14,7/28/22,0.6,28,16.9,,9/16/22,0.379,0.418,0.622,46,58,104,46.35,1.85,,0.16,9/27/22,0.086486486,2.62,1.06,9/19/22,3457,3237,43.4,10/17/22,2105,2063,7.9,38.34,37.06
165_16_07,165,165_16,F3,y,y,14,7/4/22,0.8,26,20.7,,8/29/22,0.419,0.498,0.632,92,104,162,45.07,2.01,8/27/22,0.16,8/31/22,0.07960199,3,1.37,8/29/22,2993,3025,53.9,10/3/22,2015,2009,8.1,39.52,38.2
165_16_08,165,165_16,F3,y,y,14,7/4/22,0.78,26,20.3,,8/29/22,0.345,0.42,0.575,70,86,136,47.65,1.85,8/27/22,0.19,8/31/22,0.102702703,3.83,1.97,8/29/22,2553,2627,55.8,9/23/22,2029,2025,19.1,40.01,39.28
165_16_11,165,165_16,F3,y,y,14,7/11/22,0.78,26,20.2,,9/5/22,0.336,0.383,0.518,62,116,180,65.55,2.42,9/4/22,0.27,9/9/22,0.111570248,3.23,2.05,9/5/22,3408,3344,52.2,9/30/22,2046,2037,28.5,38.35,37.67
165_16_12,165,165_16,F3,y,y,16,7/4/22,0.67,26,17.3,,8/29/22,0.375,0.421,0.61,92,116,148,48.29,2.12,8/27/22,0.2,8/31/22,0.094339623,3.89,2.27,8/29/22,2540,2458,57,10/7/22,2021,2027,11,39.88,40.1
165_16_14,165,165_16,F3,y,y,16,7/18/22,0.63,26,16.4,,9/9/22,0.359,0.391,0.511,70,86,108,37.45,1.74,9/4/22,0.13,9/12/22,0.074712644,NA,2.55,9/12/22,2668,2708,44.2,10/17/22,2024,2029,5.1,NA,39.59
165_16_15,165,165_16,F3,y,y,16,7/18/22,0.77,26,20.1,,9/9/22,0.382,0.479,0.657,82,120,156,32.6,1.5,9/4/22,0.14,9/12/22,0.093333333,3.43,1.78,9/12/22,2526,2327,65.4,10/7/22,2031,2140,11.5,39.3,37.66
165_16_16,165,165_16,F3,y,y,18,7/4/22,0.65,26,17,,8/29/22,0.379,0.439,0.546,86,90,128,49.11,2.14,8/27/22,0.15,8/31/22,0.070093458,3.99,1.83,8/29/22,2734,2831,52.5,10/3/22,2046,2024,21.5,40.05,38.84
165_16_19,165,165_16,F3,y,y,18,7/11/22,0.72,26,18.7,,9/5/22,0.378,0.439,0.584,52,110,162,58.55,2.12,9/4/22,0.2,9/9/22,0.094339623,3.61,1.95,9/5/22,2924,3076,57.4,9/26/22,2037,2062,17.2,40.25,39.43
165_16_20,165,165_16,F3,y,y,18,7/11/22,0.6,26,15.7,,9/5/22,0.384,0.468,0.61,68,98,150,80.9,3.42,9/4/22,0.33,9/9/22,0.096491228,3.42,1.66,9/5/22,3568,3880,57.5,9/26/22,2041,2025,24.2,39.2,38.57
165_16_55,165,165_16,F3,y,y,44,,#VALUE!,NA,NA,"KEEP and sequence, even though Dry-down lost to leak - really valuable transgressive germition genotypes.",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
165_16B_23,165,165_16,F3,y,y,14,7/11/22,0.58,26,15,,9/5/22,0.362,0.402,0.548,74,108,136,41.2,1.66,9/4/22,0.16,9/9/22,0.096385542,4.18,2.13,9/5/22,3222,3636,61,9/26/22,2053,2039,22.7,40.66,39.64
165_16B_25,165,165_16,F3,y,y,12,7/4/22,0.86,26,22.3,,8/29/22,0.392,0.2145,0.551,108,130,164,59.36,2.41,8/27/22,0.27,8/31/22,0.112033195,3.15,1.52,8/29/22,2053,2831,62.3,9/23/22,2056,2025,10.7,39.49,37.75
165_16B_26,165,165_16,F3,y,y,12,7/11/22,0.69,26,18,,9/5/22,0.349,0.388,0.534,80,96,100,42.95,1.97,9/4/22,0.2,9/9/22,0.101522843,3.88,2.43,9/5/22,2741,2793,55.9,9/30/22,2018,2019,18.3,40.5,39.9
165_16B_28,165,165_16,F3,y,y,17,7/28/22,0.59,28,16.4,,9/16/22,0.39,0.484,0.67,124,138,104,50.18,2.2,,0.23,9/27/22,0.104545455,2.83,2.41,9/19/22,3436,3241,63,10/21/22,2065,2095,7.1,39.59,69.21
165_16B_34,165,165_16,F3,y,y,19,7/28/22,0.81,28,22.6,,9/16/22,0.364,0.42,0.573,76,100,180,62.12,2.25,,0.24,9/27/22,0.106666667,2.81,1.32,9/19/22,2857,3105,45.4,10/24/22,2011,2013,6.2,38.95,38.41
165_16B_37,165,165_16,F3,y,y,21,7/28/22,0.59,28,16.5,,9/16/22,0.404,0.443,0.553,40,90,98,53.96,2.17,,0.19,9/27/22,0.087557604,3.05,1.44,9/19/22,3334,3244,41.3,10/14/22,2164,2128,3.4,38.53,37.48
165_16B_38,165,165_16,F3,y,y,5,7/18/22,0.72,26,18.7,,9/9/22,0.389,0.429,0.563,76,114,152,42.58,1.7,9/4/22,0.18,9/12/22,0.105882353,3.24,1.36,9/12/22,2862,2940,51.8,10/17/22,2056,2060,3.3,38.94,38.51
165_16B_42,165,165_16,F3,y,y,24,7/18/22,0.67,26,17.5,,9/9/22,0.344,0.402,0.499,48,72,120,33.47,1.55,9/4/22,0.11,9/12/22,0.070967742,3,1.18,9/12/22,2788,3031,44.6,10/7/22,2044,2055,8.8,39.02,39.53
165_16C_45,165,165_16,F3,y,y,14,7/28/22,0.56,28,15.7,,9/16/22,0.427,0.462,0.571,64,100,152,43.52,2.07,,0.19,9/27/22,0.09178744,2.4,0.97,9/19/22,3194,3373,42.1,10/21/22,2065,2031,2.9,39.06,38.46
165_16C_48,165,165_16,F3,y,y,14,8/1/22,0.63,25,15.7,,9/28/22,0.385,0.458,0.531,58,86,104,34.85,1.41,9/27/22,0.1,10/5/22,0.070921986,3.46,1.84,9/26/22,2775,2659,49.8,10/21/22,2040,2030,13.3,44.76,38.94
165_16C_49,165,165_16,F3,y,y,14,8/1/22,0.5,25,12.4,,9/28/22,0.364,0.412,0.575,86,100,130,81.08,3.62,9/27/22,0.34,10/5/22,0.093922652,3,2.12,9/26/22,2629,2487,59,10/21/22,2046,2022,26,37.87,38.16
